sensorid,epoch_utc,local_date_time,temperatur,relative_luftfeuchtigkeit
08:44,1690016400,20230722070000,18.4,77.3
08:44,1690020000,20230722080000,18.9,77.2
08:44,1690023600,20230722090000,20.2,69.3
08:44,1690027200,20230722100000,21.3,56.0
08:44,1690030800,20230722110000,21.4,52.8
08:44,1690034400,20230722120000,22.5,48.0
08:44,1690038000,20230722130000,22.8,47.9
08:44,1690041600,20230722140000,23.9,42.4
08:44,1690045200,20230722150000,25.2,36.4
08:44,1690048800,20230722160000,25.9,34.0
08:44,1690052400,20230722170000,26.0,32.8
08:44,1690056000,20230722180000,25.7,34.8
08:44,1690059600,20230722190000,25.3,38.2
08:44,1690063200,20230722200000,24.1,43.8
08:44,1690066800,20230722210000,21.5,56.8
08:44,1690070400,20230722220000,19.6,62.1
08:44,1690074000,20230722230000,18.6,65.5
08:44,1690077600,20230723000000,18.1,68.1
08:44,1690081200,20230723010000,17.3,70.8
08:44,1690084800,20230723020000,17.1,71.1
08:44,1690088400,20230723030000,17.2,71.0
08:44,1690092000,20230723040000,17.0,71.4
08:44,1690095600,20230723050000,16.6,72.2
08:44,1690099200,20230723060000,16.5,73.3
08:44,1690102800,20230723070000,16.7,74.4
08:44,1690106400,20230723080000,19.7,64.6
08:44,1690110000,20230723090000,21.3,52.1
08:44,1690113600,20230723100000,22.8,48.0
08:44,1690117200,20230723110000,23.5,46.9
08:44,1690120800,20230723120000,24.8,43.5
08:44,1690124400,20230723130000,26.2,40.5
08:44,1690128000,20230723140000,27.3,38.8
08:44,1690131600,20230723150000,28.5,36.1
08:44,1690135200,20230723160000,28.7,37.6
08:44,1690138800,20230723170000,29.1,34.5
08:44,1690142400,20230723180000,28.2,37.1
08:44,1690146000,20230723190000,27.3,37.9
08:44,1690149600,20230723200000,26.2,46.4
08:44,1690153200,20230723210000,23.5,57.6
08:44,1690156800,20230723220000,21.8,60.6
08:44,1690160400,20230723230000,21.1,64.5
08:44,1690164000,20230724000000,19.8,70.7
08:44,1690167600,20230724010000,19.5,71.3
08:44,1690171200,20230724020000,18.7,77.0
08:44,1690174800,20230724030000,18.3,87.1
08:44,1690178400,20230724040000,18.0,90.4
08:44,1690182000,20230724050000,17.2,90.6
08:44,1690185600,20230724060000,17.5,89.6
08:44,1690189200,20230724070000,17.7,90.7
08:44,1690192800,20230724080000,18.2,90.9
08:44,1690196400,20230724090000,18.8,90.4
08:44,1690200000,20230724100000,19.9,86.7
08:44,1690203600,20230724110000,21.9,79.2
08:44,1690207200,20230724120000,21.8,79.3
08:44,1690210800,20230724130000,20.3,86.3
08:44,1690214400,20230724140000,21.0,84.1
08:44,1690218000,20230724150000,22.6,72.3
08:44,1690221600,20230724160000,22.4,71.1
08:44,1690225200,20230724170000,21.1,75.5
08:44,1690228800,20230724180000,20.9,71.2
08:44,1690232400,20230724190000,20.3,78.9
08:44,1690236000,20230724200000,20.0,82.5
